Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
Como Identificar seus Pontos Fortes,"Para ter sucesso em sua carreira, você deve conhecer seus pontos fortes. Porém, muitas vezes é difícil identificá-los. Junte-se ao especialista em liderança Dave Crenshaw em uma jornada de autodescoberta e aprenda a usar uma abordagem simples para identificar seus pontos fortes. Descubra seus talentos naturais, suas paixões, competências e melhores habilidades. Além disso, Dave fornece exercícios para ajudar você a identificar os aspectos em que deve se concentrar — e o que deve evitar —, a fim de desenvolver seus pontos fortes e aumentar seu valor profissional. Os exercícios também podem contribuir para determinar se você está na carreira certa e o que pode fazer para ajustar uma incompatibilidade.",Course,2021-05-26 09:47 UTC,N/A,false,N/A,
Fundamentos de DevOps,"O DevOps não é uma estrutura ou um fluxo de trabalho. É uma cultura que vem surpreendendo o mundo empresarial. O DevOps garante colaboração e comunicação entre engenheiros de software (Dev) e operações de TI (Ops). Com o DevOps, as alterações chegam à produção mais rapidamente, os recursos são mais fáceis de compartilhar, e sistemas em larga escala são mais fáceis de gerenciar e manter.<br><br>

Neste curso, Ernest Mueller e James Wickett, famosos profissionais de DevOps, apresentam uma visão geral do movimento DevOps, concentrando-se no valor fundamental do CAMS (cultura, automação, métricas e compartilhamento). Eles abordam as diversas metodologias e ferramentas que uma organização pode adotar para fazer a transição para o DevOps, analisando os princípios ágeis e enxutos da gestão de projetos e como princípios tradicionais, como ITIL, ITSM e SDLC, se encaixam no DevOps.

O curso termina com uma discussão dos três princípios fundamentais do DevOps – automação de infraestrutura, entrega contínua e engenharia de confiabilidade –, além de alguns recursos adicionais e um breve olhar para o futuro, conforme as organizações fazem a transição das arquiteturas de nuvem para arquiteturas sem servidor.",Course,2021-03-17 23:23 UTC,N/A,false,N/A,
Como Desenvolver sua Imagem Profissional,"O desenvolvimento da imagem profissional nem sempre é uma tarefa intuitiva para os recém-formados que ingressam no mundo do trabalho. Neste curso, a coach executiva e psicóloga organizacional Gemma Leigh Roberts oferece dicas e orientações para ajudar você a iniciar sua carreira profissional com sucesso. Ela destaca as principais diferenças entre o ambiente acadêmico e o contexto laboral e explica como desenvolver a mentalidade certa para lidar com os desafios profissionais e progredir na carreira. Além disso, ela compartilha conselhos para se adaptar a um novo local de trabalho e mostra como criar uma estratégia de carreira para alcançar o sucesso, se concentrando em sua visão, missão, metas e objetivos.",Course,2021-03-30 08:51 UTC,N/A,false,N/A,
Fundamentos de Finanças,"Finanças é parte do mundo real. Ela afeta a todos: pessoas, famílias, empreas e governos. Embora possa parecer algo complicado, o principal em finanças é decidir o que adquirir, como obter o dinheiro necessário e gerenciar os recursos adquiridos. Neste curso, os professores de negócios da Brigham Young University, Jim e Kay Stice, oferecem uma visão abrangente de finanças, abordando tudo, desde a leitura de um balanço até a compreensão de derivativos e valores mobiliários. Eles abordam questões como “Qual a diferença entre gestão financeira de curto prazo e financiamento de longo prazo?” e “Qual a diferença entre bancos tradicionais, bancos de investimento e fundos de investimento?” Ao longo do curso, você terá uma boa visão dos relatórios financeiros de empresas como Walmart e Toys R Us, IPOs da Microsoft e do Facebook e até dos dados usados em decisões financeiras pessoais, como na compra de um carro.",Course,2021-02-11 11:42 UTC,N/A,false,N/A,
Fundamentos da Ciência de Dados: Mineração de Dados,"Toda ciência de dados começa com bons dados. A mineração de dados é uma abordagem para coleta, pesquisa e filtragem de dados brutos em situações sistemáticas, garantindo a obtenção de dados limpos desde o começo. Também auxilia na análise de grandes conjuntos de dados e na obtenção das informações mais úteis e relevantes. Este curso, Fundamentos da Ciência de Dados: Mineração de Dados, visa oferecer uma introdução sólida a todas as ferramentas, técnicas e raciocínio tático por trás da mineração de dados. Barton Poulson aborda fontes e tipos de dados, as linguagens e os programas usados na mineração de dados (incluindo R e Python) e lições específicas baseadas em tarefas que ajudam a praticar as técnicas mais comuns de mineração de dados: mineração de textos, agrupamento de dados, análise de associação e muito mais. Este curso é fundamental para os interessados em ingressar na força de trabalho de ciência de dados e para quem precisa adquirir mais experiência em mineração de dados.",Course,2021-03-05 22:20 UTC,N/A,false,N/A,
Tabelas Dinâmicas no Excel: Uma Visão Aprofundada,"Um dos principais recursos do Excel para análise de dados é a Tabela Dinâmica.<br><br>

Desde o seu lançamento, a tabela dinâmica vem sendo atualizada e melhorada. A versão atual da suite de aplicativos Office (2019) apresenta melhorias que trarão a todos os analisadores dados melhorias que facilitarão bastante a criação de relatórios, dashboards e informações gerenciais rápidas e dinâmicas, permitindo uma tomada de decisão mais assertiva. 
Aprenda a utilizar corretamente a disposição dos campos para análise, cruze informações, inclua segmentação de dados, análise de linha de tempo e faça cálculos com campos e itens sem ter que alterar os dados originais, criando fórmulas em suas tabelas de dados.",Course,2021-05-04 09:05 UTC,N/A,false,N/A,
Como Ser uma Pessoa Assertiva,Todos ficamos frustrados quando alguém se aproveita de nós ou reagimos agressivamente quando nos sentimos provocados ou bloqueados. Aprenda a superar essas reações automáticas sendo assertivo. Este curso revela em que consiste a assertividade e como ela difere da agressão. Veremos técnicas específicas que você pode usar para lidar com situações desafiadoras e pessoas difíceis.,Course,2021-03-09 15:58 UTC,N/A,false,N/A,
Computação em Nuvem: Noções Básicas,"Vai migrar para a nuvem? Tenha uma visão geral da computação em nuvem e dos principais conceitos que você deve levar em consideração ao mudar para a nuvem. Há três tipos de soluções em nuvem: software como serviço, infraestrutura como serviço e plataforma como serviço. O instrutor David Linthicum ajuda você a avaliar essas soluções, como a Amazon Web Services, Google Cloud, Salesforce.com e Office 365, além dos dados e aplicativos mais indicados para a nuvem. David explica como selecionar um provedor de nuvem e planejar uma migração. Ele também analisa questões de segurança e as operações e ferramentas diárias comuns de que os administradores de TI precisam para manter sua infraestrutura baseada em nuvem funcionando.",Course,2021-04-22 09:10 UTC,N/A,false,N/A,
Técnicas de Fechamento de Vendas,"O que separa vendedores inexperientes dos bem-sucedidos é a capacidade de fechar vendas. No entanto, em conjunto com a prospecção e o tratamento de objeções, o fechamento de vendas é uma das competências de mais difícil domínio para vendedores. Participe deste curso com Dean Karrel, instrutor e executivo de vendas há mais de 30 anos, que apresenta dicas e técnicas para ajudar você a desenvolver sua própria estratégia de fechamento bem-sucedido. Aprenda a cuidar do relacionamento com o comprador, superar obstáculos, reconhecer sinais de compra e pedir para fechar negócio. Além disso, saiba como melhorar sua taxa de conversão ao longo do funil de vendas, ampliando o significado de “vender”.",Course,2021-08-15 19:36 UTC,N/A,false,N/A,
Como Gerenciar Múltiplas Gerações no Ambiente de Trabalho,"Saiba mais sobre as diferenças percebidas entre as gerações e descubra como aproveitar o valor colaborativo da diversidade de idade em toda a equipe. O instrutor John Tarnoff explica como pessoas nascidas em grupos etários distintos podem trabalhar juntas com eficácia, transformando atitudes e experiências aparentemente divergentes em relações profissionais harmoniosas e produtivas. John desfaz alguns mitos comuns sobre cada geração e apresenta manuais e práticas recomendadas para ajudar gerentes e subordinados a trabalharem juntos de maneira mais eficaz. Ele também lista as ações que as organizações podem tomar para melhor apoiar a diversidade de idade.",Course,2021-08-23 08:56 UTC,N/A,false,N/A,
Fundamentos de Estatística: Parte 1,"A estatística não é um domínio apenas de cientistas de dados. Todo tipo de profissão usa estatística. Ela é importante para a tomada de decisões, novas descobertas, investimentos e previsões. Seja o assunto eleições, rankings esportivos, tendências de consumo, seja avanços na saúde, a estatística ajuda a entender seu tópico favorito em um nível mais profundo. <br><br>

O professor Eddie Davila aborda os conceitos básicos de estatística, como calcular médias, medianas, modas e desvios-padrão. Ele mostra como usar curvas de probabilidade e distribuição para embasar decisões e como detectar falso-positivos e dados enganosos. Cada conceito é abordado em linguagem simples, com exemplos detalhados que mostram como a estatística é usada em cenários do mundo dos negócios, esportes, educação, entretenimento, e muito mais. Essas técnicas ajudarão você a entender seus dados, provar teorias e economizar tempo, dinheiro e outros recursos valiosos — tudo a partir do entendimento dos números.",Course,2021-05-19 09:52 UTC,N/A,false,N/A,
LinkedIn: Tudo o que Você Precisa Saber para Ter Sucesso nos Negócios,"No LinkedIn, além de criar um perfil, ampliar sua rede, buscar vagas e criar ou compartilhar conteúdos, você também pode fazer negócios e ter uma página exclusiva para ele: a LinkedIn Page. <br><br>

Este é um curso de nível básico a intermediário para profissionais interessados em criar sua LinkedIn Page e usar seu perfil para se conectar e abordar potenciais clientes de forma relevante e contextualizada. <br><br> 

Veremos as diferenças entre um perfil e uma página e darei dicas para criar a sua LinkedIn Page na plataforma e usá-la no dia a dia para fortalecer o negócio e melhorar suas abordagens. <br><br>

Se você é um destes profissionais que está buscando potencializar o uso do LinkedIn profissionalmente, não perca a oportunidade de aprender mais sobre esse assunto, explorando todos os recursos disponíveis, a fim de aumentar seu alcance e produtividade.",Course,2021-04-14 21:27 UTC,N/A,false,N/A,
Fundamentos de Estatística: Parte 2,"A estatística é uma competência essencial para muitas profissões. A estatística básica é crítica para as decisões, novas descobertas, investimentos e previsões. Mas, às vezes, é preciso ir além do básico. O curso Fundamentos de Estatística: Parte 2 leva os usuários de negócios e especialistas em ciência de dados a um aprendizado prático, baseado em exemplos das competências intermediárias em estatística: amostras e amostragem, intervalos de confiança e teste de hipóteses.  Eddie Davila inicia com uma síntese da primeira parte do curso, revisando conceitos introdutórios, como dados e probabilidade. Em seguida, passa para amostragem, amostras aleatórias, tamanhos de amostra, erro e confiabilidade de amostragem, o teorema do limite central, distribuição-t, intervalos de confiança (incluindo a explicação de resultados inesperados) e teste de hipóteses. Este curso é obrigatório para quem trabalha com ciência de dados, negócios e análise de negócios — ou qualquer pessoa que queira ir além de médias e medianas e ter uma compreensão mais profunda de como a estatística funciona no mundo real.",Course,2021-05-14 21:37 UTC,N/A,false,N/A,
Gestão de Profissionais de Alto Potencial,"Ao gerenciar funcionários de alto potencial, você tem a oportunidade de abrir o caminho para alguns dos melhores talentos de sua organização. Altos potenciais são os funcionários com maior probabilidade de serem promovidos − e ter sucesso − em funções de liderança. Ajudando estrategicamente esses profissionais a desenvolver e expandir suas responsabilidades, você pode ter um impacto significativo no futuro de sua organização. Neste curso, a especialista em liderança Sara Canaday ajuda a compreender as perspectivas e motivações dos profissionais de alto potencial e, com esses conhecimentos, você poderá atender às expectativas deles e fornecer o nível adequado de apoio e desenvolvimento de que precisam.",Course,2021-01-29 02:02 UTC,N/A,false,N/A,
Excel para Iniciantes: Tabelas Dinâmicas,"Este curso foi preparado para que você possa ter uma ótima base de conhecimento para criação e uso das tabelas dinâmicas. Este recurso sem dúvida é um dos melhores disponibilizados pela Microsoft no Excel e dará a você total liberdade para criar visões diversificadas dos seus dados, gerando informações que permitirão uma análise completa e rápida. ",Course,2020-09-28 00:51 UTC,N/A,false,N/A,
Ambientes de Trabalho Tóxicos: Da Atitude Passiva à Ação,"Trabalhar em um ambiente tóxico pode fazer com que qualquer pessoa se sinta desamparada. Até mesmo representantes do RH podem sentir que estão de mãos atadas, mas você tem o poder de mudar a trajetória da cultura de sua organização. Quando abandonamos uma atitude passiva e entramos em ação, responsabilizando os colegas de trabalho por maus comportamentos, podemos transformar um local de trabalho tóxico em um ambiente de apoio, onde os funcionários sejam capazes de fazer o melhor. Neste curso, Catherine Mattice Zundel apresenta ferramentas e estratégias para entrar em ação e se tornar um aliado. Saiba como criar uma cultura de defensores, fazer com que os colaboradores e colegas mantenham uma conduta profissional e desenvolver as competências necessárias para se manifestar quando os colegas sofrerem intimidação ou assédio.",Course,2021-08-18 09:44 UTC,N/A,false,N/A,
Hábitos de Sucesso,"Os hábitos foram identificados como o segredo para o sucesso no longo prazo. Faça uma pequena pausa para conhecer um novo hábito de sucesso. Junte-se ao experiente e perspicaz instrutor Chris Croft durante esta jornada em que ele oferece dicas valiosas e práticas para o sucesso. Ele aborda tópicos como a relação entre sucesso, dinheiro e felicidade, inteligência emocional, definição de objetivos, organização, propósito de vida e criatividade.",Course,2021-03-07 02:14 UTC,N/A,false,N/A,
Formação Básica em Outlook (Office 365/Microsoft 365),"Neste curso, aprenderemos a configurar e gerenciar e-mails, calendários e contatos usando o Microsoft Outlook do Office 365 (Microsoft 365). Ele possui muitas ferramentas para trabalho, organização a agendamento, além de colaboração efetiva; como usuário iniciante, você será levado a conhecer a interface e utilização de diferentes contas de e-mail no Outlook. Serão mostradas a criação, leitura, envio de e-mails e atualização de calendários e tarefas, assim como a criação e compartilhamento de contatos utilizando o Hub pessoal. Adicionalmente, aprenda a criar ou restaurar o backup de dados do Oulook para um novo computador!",Course,2021-08-21 18:19 UTC,N/A,false,N/A,
Como Desenvolver uma Mentalidade de Aprendizagem,"Desenvolver uma mentalidade de aprendizagem é enxergar os desafios como oportunidades e manter a motivação para aprender algo todos os dias. O fundador da eParachute, Gary Bolles, mostra como desenvolver uma mentalidade de aprendizagem para que a aquisição de conhecimentos se torne um hábito, não uma obrigação. Encontre a motivação para aprender, explore como o cérebro capta e retém informações e descubra como fazer uma autoavaliação para saber quais são seus conhecimentos e como gosta de aprender. Além disso, Gary compartilha estratégias para tornar a aprendizagem uma prática divertida e gratificante que você jamais vai esquecer.",Course,2021-03-19 09:24 UTC,N/A,false,N/A,
Atendimento ao Cliente: Técnicas de Resolução de Problemas e Conflitos,"O atendimento ao cliente custa às organizações uma fortuna a cada ano. Como resultado, é fundamental que os colaboradores tenham as competências necessárias para lidar com diferentes problemas de atendimento ao cliente. Neste curso, conheça os processos essenciais para resolver uma ampla variedade de problemas e conflitos dos clientes com uma atitude sensata. Descubra como lidar com os problemas de modo eficaz e manter um relacionamento positivo com seus clientes, bem como o equilíbrio mental. Além disso, saiba como identificar e resolver problemas sistêmicos em sua empresa.",Course,2020-11-14 11:27 UTC,N/A,false,N/A,
Gestão de Contas-Chave,"Para crescer, uma empresa deve proteger seu ativo mais valioso: a base de clientes fiéis. Você deve dar atenção especial a alguns desses clientes, promovendo a retenção e os negócios. Neste curso, o professor de marketing Drew Boyd mostra como identificar os clientes-chave e definir uma estratégia para gerenciar seus clientes e sua organização. Ele apresenta os fundamentos da gestão de contas-chave, explicando o que é, por que é importante e como abordar o processo. Além disso, explica como selecionar contas-chave, desenvolver uma estratégia para elas, contratar e treinar gerentes especializados no assunto e avaliar os resultados gerados nessa área.",Course,2021-06-29 23:13 UTC,N/A,false,N/A,
